date,tweet_id,tweet,username,replies_score,retweet_score,likes_score,quotes_score
2023-02-28 23:59:02+00:00,1630719257636925442,"At the Munich Security Conference China announced an initiative to end the Ukraine war. The Global South is in support, the West – including Germany – is opposed:
https://t.co/fQ0tAv6PHw",GermanForeignPo,0,4,4,0
2023-02-28 23:59:01+00:00,1630719251840483329,Starting to think that the Ukraine War will only end when all of the DC Swamp corruption there is exposed...,charcware,0,0,3,0
2023-02-27 23:59:37+00:00,1630357015192121344,"""Is Africa still ‘neutral’ a year into the Ukraine war?""

 source: https://t.co/D96AeYOddr.",SaliouD01764227,0,0,1,0
2023-02-27 23:59:34+00:00,1630357003573886983,"The first anniversary of the #UkraineWar prompted Aniyizhai Annamalai, #PublicVoices Fellow with @TheOpEdProject and @Yale, to write this important piece about trauma and refugees (via @usnews): https://t.co/R0DMZ0Wnuh",TheOpEdProject,0,0,1,0
2023-02-26 23:59:59+00:00,1629994718883983360,"Former Putin advisor Sergei Glazyev traces the start of the Ukraine War to a coup in the US 

Glazyev says a group of fanatics seized power in the US and instigated the Ukraine War, Nord Stream leak and US aggression against Russia",SamRamani2,25,22,163,3
2023-02-26 23:59:58+00:00,1629994716375793665,"Ukraine War: Prof Michael Clarke looks at Russia's military failures
#Russia #Ukraine #America #Bakhmut #Donetsk
https://t.co/vHm3r6YzhP",elwrshfany,0,0,1,0
2023-02-25 23:59:58+00:00,1629632326081601536,"Russia suspends participation in nuclear treaty as Biden rallies support for Ukraine
 #war #Germany #ukrainewar #Ukraine #Bakhmut
 https://t.co/Oa8Pg3pMnV",david_n919,0,0,0,0
2023-02-25 23:59:57+00:00,1629632324357832704,G20 Meeting: Germany Regrets China's Position on Ukraine War https://t.co/wncQCqWxvm,online_khobor,0,0,0,0
2023-02-24 23:59:55+00:00,1629269926635532290,Thailand votes to end Ukraine war - Bangkok Post #Thailand #Indochina https://t.co/ec9oMkpRCD,70s_classics,0,0,0,0
2023-02-24 23:59:52+00:00,1629269915239608320,"Video shows shooting battle between Ukrainian and Russian forces
 #war #Germany #ukrainewar #Ukraine #Bakhmut
 https://t.co/ePTgEpeyxb",david_n919,0,0,0,0
2023-02-23 23:58:47+00:00,1628907255394615298,Israel votes in favor of UN resolution on Ukraine war https://t.co/1Mvt9qNUti,AviBarbour,0,0,0,0
2023-02-23 23:58:31+00:00,1628907186427674624,Australia news live: Wong urges China to do ‘all it can’ to end Ukraine war … while the West keeps prolonging the conflict by supplying arms. Cognitive dissonance at work from the Western Hypocrites. https://t.co/6mKm4UD83a,notihypocrisy,0,0,1,0
2023-02-22 23:59:17+00:00,1628544991919472641,"Russia-Ukraine war live: US will defend ‘literally every inch of Nato’, says Biden; Russian president hails China relations #NewsBreak https://t.co/rJ7qbtV773",BeethovenEvert,0,0,0,0
2023-02-22 23:58:56+00:00,1628544903935414276,Glavin: Ukraine war shows just how profoundly the world has changed https://t.co/Rc2ISH7ziv,OttawaCitizen,0,3,2,0
2023-02-21 23:59:48+00:00,1628182732215029760,"Interview with #SeymourHersh on how #Biden blew up the  #Nordstream #pipeline

#Nordstream2 #JoeBiden #NordstreamSabotage #BidenCrimeFamilyExposed 
#ukraine #UkraineRussiaWar️ 
#UkraineWar #Oil #Gas
#oilandgas

https://t.co/fP14iyb2OH https://t.co/AGYobUxor5",MidnightVision5,1,0,0,0
2023-02-21 23:59:20+00:00,1628182616389173248,"3 Intercept Calls - ""Our f*cking president is as f*cking retarded as..Medvedev"" (English Translation)

https://t.co/YvQiz0TYNs

#news #UkraineWar #SlavaUkraini #Ukraine #Stoprussia #StopPutin #Stopputinnow #russiawar #StopRussiaNow #interceptedcalls #UkraineNews #HUR #ГУР",4TheRecordUK,0,0,2,0
2023-02-20 23:59:51+00:00,1627820358752514048,"Maybe the Ukraine war will end but at what cost?
https://t.co/5VXPFwYWuu",christhiergart2,0,0,0,0
2023-02-20 23:59:28+00:00,1627820261264220160,"Ron DeSantis, chief contender for GOP nomination for President. The man can't understand the difference between the Ukraine war and our Southern border. What can go wrong ?",DemsPolitics,1,0,0,0
2023-02-19 23:59:38+00:00,1627457917870907393,"(Denys Davydov) Update from #Ukraine | Wagners are getting closer to Bakhmut | Biden asks for the counterstrike 

https://t.co/5kqZRrbRpp

#news #UkraineWar #SlavaUkraini #Stoprussia #Stopputin #russiawar #UkraineNews #UkrainerussiaWar #WorldNews #EuropeNews #russia #Donbas",4TheRecordUK,0,0,2,0
2023-02-19 23:59:33+00:00,1627457895653838848,US warns China not to send weapons to Russia for Ukraine war #NewsBreak https://t.co/sGqFHICXgR,terminator67,0,0,0,0
2023-02-18 23:59:35+00:00,1627095515912638469,"Ukraine war: Russia has committed crimes against humanity, US says https://t.co/w6CVch50I2 https://t.co/xiT9NWrbPm",TurboLeaks,0,0,0,0
2023-02-18 23:59:27+00:00,1627095480328138754,Netherlands orders Russian diplomats to leave | Russia-Ukraine war News | Al Jazeera https://t.co/uy1uQoTQ2l via @AJEnglish,jmeng09,0,0,1,0
2023-02-17 23:59:58+00:00,1626733225455517696,Russia’s use of Iranian drones in the Ukraine war has “certainly concentrated minds in GCC capitals in a way that the initial Russian invasion of Ukraine probably didn’t”.,jeremy_maxie,0,4,3,0
2023-02-17 23:59:51+00:00,1626733195843477506,"How Ukraine's Attack on the Crimea Bridge Impacts Russia
#Russia #Ukraine #Britain #America #UkraineWar https://t.co/3gVAX9g2nM",elwrshfany,0,0,0,0
2023-02-16 23:59:39+00:00,1626370756996366336,"BJP IT CELL

🙌Modi's master stroke behind Pakistan's economic distress &amp; Modi can hit PAUSE button on Ukraine war at will

🤫But, Modi has nothing to do with Indian economic distress or Chinese intrusion into Indian land

That's previous govt responsibility 🤷‍♀️",catale7a,6,31,161,0
