date,tweet_id,tweet,username,replies_score,retweet_score,likes_score,quotes_score
2023-01-18 23:58:33+00:00,1615861230153142272,"UN chief says world in sorry state with climate change, Russia-Ukraine war at WEF #CanadaClimate #CanadianClimateControl #CanadianClimateCrisis #CanadianClimateEmergency [Video] https://t.co/bD55iQmOyD",AnneHCND,0,0,0,0
2023-01-17 23:58:41+00:00,1615498877045542912,"Ukraine war likely to 'go on for some time', warns US secretary of state Antony Blinken – Sky News https://t.co/4dTohdEDi3",asikomeworld,0,0,0,0
2023-01-17 23:57:38+00:00,1615498613177696259,".@Gerashchenko_en:
First moments after the #Russianrocket hit a #residentialbuilding in #Dnipro.
📹: steissik/TikTok

#Ukraine #War #Russie #Russia #RussianUkrainianWar #UkraineUnderAttack #StopRussia #StopWar #RussiaUkraineWar #StopRussiaNOW #StoptheWar",GSqueri,0,0,0,0
2023-01-16 23:59:56+00:00,1615136805317115904,Germany’s defense minister resigns amid criticism over handling of Ukraine war https://t.co/pMmAaatOq2,bms_bmc,0,0,0,0
2023-01-16 23:59:25+00:00,1615136672429244417,Some of the same people honoring #MLK today will also support funding the Russia-Ukraine war.,DJSnot2,0,0,0,0
2023-01-15 23:59:14+00:00,1614774238644211713,"We have them and should be giving them some. #Ukraine #UkraineWar @JustinTrudeau @AnitaAnandMP @ZelenskyyUa @oleksiireznikov @CinC_AFU
Ukraine plans to ask Canada for some of its Leopard-2 main battle tanks, Zelensky’s top adviser says /via @globeandmail https://t.co/xkstzxKqEv",IMO123444,0,0,0,0
2023-01-15 23:58:26+00:00,1614774037162385408,"What happens next in #UkraineWar 
https://t.co/v6g4pAS4om",ArenHaich,0,0,0,0
2023-01-14 23:58:19+00:00,1614411619530059777,Nearly a whole year since the Ukraine war began wtf,OldMateBlue,0,0,0,0
2023-01-14 23:54:37+00:00,1614410689975824384,"Yesterday when the Russian #WagnerPMC were evacuating civillian survivors from #Bakhmut suburb of Khromovo, UkroNazis opened targeted fire on the group, although they did see it was women &amp; kids. A woman ☠️, a child wounded.
🇺🇦🐷🇺🇦🐷 #UkraineWar #UkraineNazis #Ukraine #Dnipro",SororInimicorum,0,0,4,0
2023-01-13 23:58:44+00:00,1614049336966500358,Putin Thinks the Ukraine War is ‘Unfair’. That's why you started it!,santafemiket,0,0,0,0
