date,tweet_id,tweet,username,replies_score,retweet_score,likes_score,quotes_score
2023-03-31 01:43:22+00:00,1641617149767630848,Minions from usa 🆘🗣️ #TATAIPL #dragonsden #WANGZIHAO #SFGiants #UkraineWar #บวงสรวงดับแสงรวี #Dasarareview #ลัฟวี่ไม่เอาธันเดอร์โดม #DasaRAW #GoldMafia #GunReformNow #GunControlLawsNOW #USA #TrumpIndictment #TrumpIndicted #trans #Lula #SouthPark #minions 😆,_projau,0,0,0,0
2023-03-31 01:42:31+00:00,1641616932246781952,Where's Herschel Walker? I want his take on Trump indictment and the Ukraine war. https://t.co/RtL1bjiqCn,RichardKeppler1,1,0,0,0
2023-03-30 23:59:47+00:00,1641591082365632512,"So the libs got the White House, there was no red wave, they got their green new deal, Ukraine war, US energy crushed, Covid tyranny, DEI, ESG, censorship, big tech and media backing….what does it look like if they get EVERYTHING they want?? 🤔",mapple949,0,0,0,0
2023-03-30 23:58:16+00:00,1641590697668284416,"Hold on!! 

What do these 8 European companies want exactly? 

No social media posts critiquing or challenging their foreign policy on #UkraineWar ??

Where does all of a sudden, the EU's cherished Freedom of Speech go?",shamseerkeloth,0,0,0,0
2023-03-29 23:59:59+00:00,1641228741878902784,Russia-Ukraine war at a glance: what we know on day 400 of the invasion https://t.co/38AY0LZ77R,Crof,0,0,0,0
2023-03-29 23:59:37+00:00,1641228652296691713,Ukrainian soldier has some words for the great leader Zelensky #Ukraine #UkraineWar #Zelensky #Zelenskyy #ZelenskyyWarCriminal #zelenskiwarcriminal #Zelenski,zoomanager1,2,0,5,0
2023-03-28 23:59:55+00:00,1640866339140124675,"In the Russia-Ukraine war,  sympathies poured from around the world for Ukraine, but that is gone now.  Zelensky rejected peace by bringing NATO's big guns. NATO will not give him the victory he longs for. Zelensky must resign; a more pragmati leader must  take over.",Awarraleh,0,0,1,0
2023-03-28 23:59:01+00:00,1640866112727310336,Russia Ukraine War.  Fight over Bakhmut. Ireland on Terrorist Alert! https://t.co/w2ilpt00pA via @YouTube,ZwitterelfZana,0,0,0,0
2023-03-27 23:59:13+00:00,1640503773796630528,"Day 299: Ukraine War | General Staff of the Armed Forces of Ukraine | Official Report
#Russia #Ukraine #Britain #America #UkraineWar https://t.co/PhWvLbknRd",david_n919,0,0,0,0
2023-03-27 23:58:07+00:00,1640503499271159808,"Ukraine War Video Footage, Drone Attack, Russian Soldiers In Bakhmut, Himars Missile Attack,Horrible
 #Canada #Germany #America #Ukraine #Bakhmut
 https://t.co/xwzSz8729V",Hkjhgc2,0,0,1,0
2023-03-26 23:59:44+00:00,1640141517896466432,"25,000 #trench #candles are a result of collaboration within the whole Odesa! 79% of those #candles were sent to #Donetsk and #Bakhmut directions. I think this story must be published somewhere. What do you think @ICFJ?

#UkraineRussiaWar #UkraineWar #UkraineKrieg #SlavaUkraini",TakyanHoneybad1,0,0,1,0
2023-03-26 23:59:40+00:00,1640141499256938498,"This is Modern Warfare
#Kraken #UkraineWar #soledar",LoganX7777,0,0,0,0
2023-03-25 23:59:54+00:00,1639779169788895232,"Working ⛰ 10th brigade,
Cleaning the invaders is very busy today as well.🔥☠️

#UkraineRussianWar #ЗСУ #War
#Russia #Ukraine #SlavaUkraini #RussiaUkraineWar #Bakhmut https://t.co/U5Ql05PQiV",ePowerLife2,0,2,10,0
2023-03-25 23:57:18+00:00,1639778517045878787,Ukraine war latest: Bakhmut battle is 'stabilising' says Ukraine - The Telegraph https://t.co/URUrxYcDlL,marie_bain2,0,0,1,0
2023-03-24 23:58:44+00:00,1639416487013384192,"#Ukrainian Soldiers

#UkraineRussiaWar #UkraineWar #UkraineKrieg #UkraineRussianWar #UkraineRussiaWar️ #Internationalleaks #Russia #RussianUkrainianWar #RussianArmy https://t.co/qM8ZzDd5UT",The5HbK,0,0,2,0
2023-03-24 23:56:10+00:00,1639415844018204673,https://t.co/zymCq8xq88: Ukraine war: Battle for Bakhmut 'stabilising' - Ukraine commander https://t.co/hY594IWFfO,allnewsalerts,0,0,0,0
2023-03-23 23:59:00+00:00,1639054166881345538,"🇺🇦Ukraine War Footage 🔥🔥🔥🔥

➡️➡️➡️ Follow for New Videos

#UkraineWar #UkraineRussianWar #RussiaUkraineWar https://t.co/eJYJhiKOqC",BlondellGammid1,0,3,20,0
2023-03-23 23:57:48+00:00,1639053866770604032,#UkraineKrieg  #UkraineWar  #Ukraine #ArmUkraineNow  returned,IurasVictor,0,0,0,0
2023-03-22 23:58:16+00:00,1638691594286030852,Putin’s Next Ukraine War Weapon: Food? - https://t.co/51RdFoYcyt,florida1965,0,0,0,0
2023-03-22 23:58:05+00:00,1638691548186701824,"Top oversight officials responsible for tracking aid to Ukraine said they would press to deploy auditors and investigators directly into the war zone to beef up monitoring.
WSJ News Exclusive | U.S. Watchdogs Want to Deploy Staff to Ukraine War Zone to Track Arms, Aid Up Close...",McgourtyRonan,0,0,0,0
2023-03-21 23:59:49+00:00,1638329596541009921,"There are numerous things that don’t add up as @charliekirk11 brought up regarding both, the Iraqi disastrous pull out and the Ukraine war.

‘I am repulsed!': Charlie Kirk rips GOP for being 'in harmony with the Biden regime' on Ukraine https://t.co/lLrsufdyYP via @americanwire_",Richard4m,1,0,0,0
2023-03-21 23:59:27+00:00,1638329504601985033,Ukraine war: Russia tightens ties with China as West offers $16 bln lifeline to Kyiv https://t.co/wiBHVNMpnd,TotoB1217,0,0,0,0
2023-03-20 23:58:28+00:00,1637966869624762369,"Putin's men destroyed the whole battalion of Ukraine soldiers in bakhmut | watch live Ukraine war
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/0GRIFugltw",HassanZarouq,0,0,1,0
2023-03-20 23:57:29+00:00,1637966622400065536,Putin says ready to discuss China’s Ukraine plan at Xi talks | Russia-Ukraine war News – EAST AUTO NEWS https://t.co/8hUznjCzi7,Automobilnews1,0,0,0,0
2023-03-19 23:58:57+00:00,1637604605193338880,"Russia prepares to welcome Xi: they put up billboards with congratulations, and Putin wrote an entire article ---#war #UkraineWar 
https://t.co/WarfzzwovY",KabalexChild,0,0,0,0
2023-03-19 23:58:44+00:00,1637604549203460096,"Partly because of the foreign policies more going out than coming in take Ukraine war embargos with Russia for one and other world afairs while USA left behind..Biden power crazy.. Mr Trump right retrick America  FIRST.
Vote Trump get economy up..",ichaudry18,1,0,0,0
2023-03-18 23:59:59+00:00,1637242476288245760,"Nail in the coffin of Russian troops🔥ukraine war video footage 2022
#Canada #Germany #America #Ukraine #Bakhmut
https://t.co/MCqFvptMBy",Hi45733134,0,0,0,0
2023-03-18 23:59:54+00:00,1637242454717124608,CT Politics TV Ukraine War Protest https://t.co/24YGe9P3bl,docchai2022,1,2,4,0
2023-03-17 23:59:57+00:00,1636880079409287169,"March 16, 2022 - this day in history Russia-Ukraine War 🧵1/4

🟣🇺🇸 citizen James Hall killed by 🇷🇺 sniper with 9 others in Chernihiv breadline
🟣🇷🇺 taps 1st Guard Tank Army reserves due to heavy losses
🟣🇷🇺 occupies northern half of Izyum
🟣🇷🇺 withdraws from Brovary https://t.co/2ptr7ZShSx",MalcontentmentT,1,3,27,0
2023-03-17 23:59:34+00:00,1636879985137840130,Ukraine war: International court issues warrant for Putin's arrest https://t.co/7B54ZWMRVE,melro52,0,0,1,0
2023-03-16 23:59:32+00:00,1636517585822035970,"U.S. Defense Secretary Austin = WAR
U.S. GeneraI MiIIey = NOT EmotionaIIy vested in the UKRAINE WAR
Body Language Ghost: Defense Secretary Austin, Gen. Milley https://t.co/61h2UU4rzX",AliMistriel,0,0,0,0
